sex,marital_status,age,education,income,occupation,settlement_size,cluster_labels
female,single,31,unknown,99800,skilled,small_city,0
female,single,21,unknown,67629,unemployed,small_city,0
male,single,32,unknown,120354,skilled,small_city,0
female,non_single,35,high_school,122110,skilled,small_city,0
male,single,29,unknown,89170,unemployed,small_city,0
female,single,34,high_school,109195,skilled,small_city,0
female,single,38,high_school,92392,unemployed,small_city,0
female,non_single,33,high_school,43805,unemployed,small_city,0
female,non_single,28,high_school,68389,unemployed,small_city,0
female,non_single,28,high_school,112521,skilled,small_city,0
male,single,21,unknown,59255,unemployed,small_city,0
female,non_single,29,high_school,98612,unemployed,small_city,0
female,non_single,26,high_school,70649,unemployed,small_city,0
female,single,40,high_school,95228,unemployed,small_city,0
female,single,25,unknown,46865,unemployed,small_city,0
male,non_single,20,high_school,101688,skilled,small_city,0
female,non_single,23,high_school,62618,unemployed,small_city,0
female,single,27,unknown,102531,skilled,small_city,0
female,single,36,high_school,100737,skilled,small_city,0
female,non_single,25,high_school,107321,skilled,small_city,0
female,non_single,25,high_school,112879,unemployed,small_city,0
female,non_single,34,high_school,125372,unemployed,small_city,0
female,single,24,unknown,69419,unemployed,small_city,0
female,single,36,high_school,124759,skilled,small_city,0
female,single,40,high_school,79076,unemployed,small_city,0
male,single,39,high_school,84779,unemployed,small_city,0
female,single,42,high_school,77393,unemployed,small_city,0
male,single,35,high_school,113187,unemployed,small_city,0
female,non_single,27,high_school,99100,skilled,small_city,0
male,single,27,unknown,64954,unemployed,small_city,0
female,non_single,23,high_school,103244,skilled,small_city,0
female,non_single,32,high_school,124975,skilled,small_city,0
male,non_single,28,high_school,133582,skilled,small_city,0
male,single,22,unknown,103519,skilled,small_city,0
male,single,31,unknown,117813,skilled,small_city,0
female,non_single,22,high_school,119902,skilled,small_city,0
male,single,23,unknown,70783,unemployed,small_city,0
female,non_single,35,high_school,125470,unemployed,small_city,0
female,non_single,26,high_school,109782,unemployed,small_city,0
female,non_single,28,high_school,78322,unemployed,small_city,0
male,single,54,high_school,125517,skilled,small_city,1
female,single,49,high_school,102463,unemployed,small_city,2
female,single,38,high_school,89309,unemployed,small_city,0
female,single,47,high_school,110287,skilled,small_city,2
female,single,49,high_school,122391,unemployed,small_city,2
female,non_single,30,high_school,116399,skilled,small_city,0
female,single,32,unknown,81907,unemployed,small_city,0
female,non_single,24,high_school,97909,unemployed,small_city,0
female,single,25,unknown,68051,unemployed,small_city,0
male,single,33,high_school,82414,unemployed,small_city,0
female,non_single,34,high_school,123089,skilled,small_city,0
female,non_single,24,high_school,66537,unemployed,small_city,0
female,single,36,high_school,127926,unemployed,small_city,0
female,single,41,high_school,78963,unemployed,small_city,0
male,non_single,33,high_school,108694,skilled,small_city,0
female,non_single,26,high_school,100892,skilled,small_city,0
female,single,36,high_school,119560,skilled,small_city,0
female,single,35,high_school,116176,unemployed,small_city,0
male,single,29,unknown,111854,skilled,small_city,0
female,non_single,26,high_school,69831,unemployed,small_city,0
male,single,31,unknown,69375,unemployed,small_city,0
male,non_single,26,high_school,71310,unemployed,small_city,0
male,single,47,high_school,73913,unemployed,small_city,0
male,non_single,20,high_school,95492,skilled,small_city,0
male,single,45,high_school,109329,unemployed,small_city,0
male,single,36,high_school,116027,skilled,small_city,1
male,non_single,31,high_school,81987,unemployed,small_city,0
female,single,41,high_school,83481,unemployed,small_city,0
female,single,31,unknown,72361,unemployed,small_city,0
female,non_single,27,high_school,106625,unemployed,small_city,0
female,non_single,32,high_school,123707,skilled,small_city,0
female,single,43,high_school,79353,unemployed,small_city,0
female,single,32,unknown,68347,unemployed,small_city,0
female,non_single,29,high_school,115832,skilled,small_city,0
male,single,37,high_school,89946,unemployed,small_city,0
female,single,35,high_school,86319,unemployed,small_city,0
female,non_single,23,high_school,70963,unemployed,small_city,0
male,single,40,high_school,106120,skilled,small_city,1
female,non_single,26,high_school,97856,skilled,small_city,0
male,single,28,unknown,61824,unemployed,small_city,0
female,non_single,40,high_school,103907,skilled,small_city,0
female,non_single,26,high_school,99953,unemployed,small_city,0
female,non_single,23,high_school,113413,skilled,small_city,0
male,single,26,unknown,107091,unemployed,small_city,0
male,single,26,unknown,124783,skilled,small_city,0
female,single,49,high_school,92281,unemployed,small_city,2
female,non_single,26,high_school,96219,skilled,small_city,0
female,single,35,high_school,86221,unemployed,small_city,0
female,non_single,24,high_school,80962,unemployed,small_city,0
female,single,46,high_school,78754,unemployed,small_city,0
male,single,26,unknown,60026,unemployed,small_city,0
male,single,47,high_school,88157,unemployed,small_city,0
male,single,27,unknown,59881,unemployed,small_city,0
male,non_single,41,high_school,112818,skilled,small_city,0
female,non_single,29,high_school,102250,skilled,small_city,0
female,non_single,28,high_school,38980,unemployed,small_city,0
female,non_single,33,high_school,81807,unemployed,small_city,0
female,single,50,high_school,93148,unemployed,small_city,2
female,non_single,32,high_school,108032,skilled,small_city,0
male,non_single,31,high_school,89335,unemployed,small_city,0
male,single,52,high_school,95639,unemployed,small_city,0
male,single,53,high_school,124902,skilled,small_city,1
female,non_single,34,high_school,87801,unemployed,small_city,0
female,non_single,22,high_school,92538,skilled,small_city,0
male,non_single,33,high_school,83687,unemployed,small_city,0
male,single,32,unknown,128310,skilled,small_city,0
female,single,45,high_school,104754,unemployed,small_city,2
male,non_single,25,high_school,68222,unemployed,small_city,0
female,non_single,41,high_school,97006,unemployed,small_city,0
female,single,36,high_school,107372,unemployed,small_city,0
female,non_single,27,high_school,110511,skilled,small_city,0
male,single,40,high_school,72193,unemployed,small_city,0
female,single,37,high_school,95972,unemployed,small_city,0
male,single,35,high_school,105556,unemployed,small_city,0
male,single,34,high_school,88701,unemployed,small_city,0
female,single,28,unknown,117710,skilled,small_city,0
female,single,44,high_school,76057,unemployed,small_city,0
male,non_single,27,high_school,100392,skilled,small_city,0
female,single,50,high_school,113308,skilled,small_city,2
female,non_single,18,high_school,100924,skilled,small_city,0
female,single,25,unknown,72188,unemployed,small_city,0
female,non_single,40,high_school,70431,unemployed,small_city,0
male,non_single,28,high_school,110103,skilled,small_city,0
female,non_single,23,high_school,60825,unemployed,small_city,0
female,non_single,35,high_school,75100,unemployed,small_city,0
female,non_single,28,high_school,129327,skilled,small_city,0
female,single,23,unknown,95541,skilled,small_city,0
male,non_single,34,high_school,112777,skilled,small_city,0
female,non_single,29,high_school,51496,unemployed,small_city,0
female,single,35,high_school,102781,skilled,small_city,0
female,non_single,32,high_school,87494,unemployed,small_city,0
female,single,46,high_school,72728,unemployed,small_city,0
female,non_single,27,high_school,114775,skilled,small_city,0
female,non_single,25,high_school,124359,skilled,small_city,0
female,non_single,27,high_school,101620,unemployed,small_city,0
female,non_single,24,high_school,87964,unemployed,small_city,0
female,single,33,unknown,69523,unemployed,small_city,0
female,non_single,24,high_school,109486,skilled,small_city,0
female,single,28,unknown,77206,unemployed,small_city,0
female,single,35,high_school,53608,unemployed,small_city,0
female,non_single,30,high_school,118677,skilled,small_city,0
male,single,43,high_school,116512,skilled,small_city,1
male,non_single,21,high_school,114756,unemployed,small_city,0
female,non_single,24,high_school,65852,unemployed,small_city,0
male,single,34,high_school,75626,unemployed,small_city,0
female,non_single,26,high_school,127455,skilled,small_city,0
male,single,37,high_school,107073,skilled,small_city,1
female,non_single,32,high_school,82196,unemployed,small_city,0
female,non_single,33,high_school,106741,unemployed,small_city,0
male,non_single,28,high_school,94518,skilled,small_city,0
female,non_single,30,high_school,114430,skilled,small_city,0
female,non_single,26,high_school,57165,unemployed,small_city,0
female,single,25,unknown,109610,unemployed,small_city,0
male,single,33,unknown,113619,skilled,small_city,0
female,non_single,30,high_school,93854,skilled,small_city,0
female,non_single,26,high_school,129022,skilled,small_city,0
male,non_single,23,high_school,66804,unemployed,small_city,0
male,non_single,25,high_school,62689,unemployed,small_city,0
female,single,40,high_school,67619,unemployed,small_city,0
male,single,46,high_school,113495,unemployed,small_city,0
female,non_single,43,high_school,48632,unemployed,small_city,0
female,non_single,22,high_school,107394,unemployed,small_city,0
male,non_single,39,high_school,72385,unemployed,small_city,0
female,non_single,27,high_school,115934,unemployed,small_city,0
male,single,40,high_school,93183,unemployed,small_city,0
male,single,24,unknown,63506,unemployed,small_city,0
female,single,52,high_school,113619,skilled,small_city,2
female,non_single,30,high_school,121399,unemployed,small_city,0
female,non_single,34,high_school,78281,unemployed,small_city,0
female,single,38,high_school,103926,skilled,small_city,0
male,non_single,39,high_school,89097,unemployed,small_city,0
female,single,29,unknown,80852,unemployed,small_city,0
male,non_single,25,high_school,65207,unemployed,small_city,0
female,non_single,35,high_school,93495,unemployed,small_city,0
male,single,53,high_school,121970,unemployed,small_city,0
male,single,26,unknown,62027,unemployed,small_city,0
male,single,33,high_school,88602,unemployed,small_city,0
male,non_single,29,high_school,89914,unemployed,small_city,0
male,single,39,high_school,83342,unemployed,small_city,0
male,single,29,unknown,103439,skilled,small_city,0
male,single,26,unknown,115451,skilled,small_city,0
male,single,24,unknown,68250,unemployed,small_city,0
female,non_single,21,high_school,113630,unemployed,small_city,0
female,non_single,26,high_school,125880,skilled,small_city,0
female,non_single,20,high_school,91177,unemployed,small_city,0
female,single,35,high_school,73266,unemployed,small_city,0
female,non_single,24,high_school,69021,unemployed,small_city,0
female,single,40,high_school,122593,skilled,small_city,0
female,single,44,high_school,122180,skilled,small_city,2
male,single,29,unknown,75160,unemployed,small_city,0
female,non_single,39,high_school,81973,unemployed,small_city,0
female,non_single,35,high_school,92194,unemployed,small_city,0
male,single,42,high_school,107380,unemployed,small_city,0
female,single,32,high_school,98023,skilled,small_city,0
male,single,48,high_school,94868,unemployed,small_city,0
male,single,26,unknown,83442,unemployed,small_city,0
female,non_single,26,high_school,109887,skilled,small_city,0
male,single,42,high_school,98876,unemployed,small_city,0
male,single,48,high_school,94962,unemployed,small_city,0
female,non_single,42,high_school,130740,skilled,small_city,0
female,non_single,27,high_school,94095,unemployed,small_city,0
female,non_single,37,high_school,95071,unemployed,small_city,0
male,single,33,unknown,117308,skilled,small_city,0
male,single,33,high_school,112093,skilled,small_city,1
female,single,37,high_school,123893,skilled,small_city,0
female,non_single,31,high_school,80189,unemployed,small_city,0
male,single,39,high_school,124089,skilled,small_city,1
female,single,40,high_school,82673,unemployed,small_city,0
female,non_single,28,high_school,88858,unemployed,small_city,0
female,non_single,26,high_school,80540,unemployed,small_city,0
female,non_single,24,high_school,84228,unemployed,small_city,0
male,single,40,high_school,103963,skilled,small_city,1
female,non_single,29,high_school,102397,skilled,small_city,0
male,single,43,high_school,111563,skilled,small_city,1
male,single,23,unknown,88260,unemployed,small_city,0
female,single,34,high_school,114767,skilled,small_city,0
female,non_single,42,high_school,113275,skilled,small_city,0
female,non_single,33,high_school,104755,skilled,small_city,0
female,non_single,32,high_school,120525,skilled,small_city,0
female,non_single,26,high_school,96082,unemployed,small_city,0
female,non_single,23,high_school,87227,unemployed,small_city,0
female,non_single,26,high_school,69333,unemployed,small_city,0
female,non_single,27,high_school,87777,unemployed,small_city,0
male,single,24,unknown,70978,unemployed,small_city,0
male,single,27,unknown,104196,unemployed,small_city,0
female,non_single,26,high_school,97551,skilled,small_city,0
female,single,42,high_school,78979,unemployed,small_city,0
female,single,37,high_school,82500,unemployed,small_city,0
female,non_single,26,high_school,86306,unemployed,small_city,0
female,non_single,24,high_school,78762,unemployed,small_city,0
female,single,39,high_school,125543,skilled,small_city,0
male,single,26,unknown,70336,unemployed,small_city,0
male,non_single,35,high_school,112975,skilled,small_city,0
male,single,38,high_school,96681,unemployed,small_city,0
female,non_single,24,high_school,98922,skilled,small_city,0
female,single,26,unknown,109250,skilled,small_city,0
male,single,25,unknown,108960,unemployed,small_city,0
male,single,40,high_school,71302,unemployed,small_city,0
female,single,48,high_school,107757,unemployed,small_city,2
female,non_single,22,high_school,111600,skilled,small_city,0
female,non_single,25,high_school,102974,skilled,small_city,0
male,non_single,24,high_school,63442,unemployed,small_city,0
male,single,39,high_school,118913,unemployed,small_city,0
male,single,39,high_school,80987,unemployed,small_city,0
female,non_single,21,high_school,68790,unemployed,small_city,0
female,single,27,unknown,86462,unemployed,small_city,0
male,single,40,high_school,76881,unemployed,small_city,0
female,non_single,37,high_school,107409,skilled,small_city,0
female,single,42,high_school,69114,unemployed,small_city,0
female,non_single,31,high_school,119167,skilled,small_city,0
female,non_single,31,high_school,102018,skilled,small_city,0
male,single,30,unknown,97680,skilled,small_city,0
female,single,23,unknown,65062,unemployed,small_city,0
male,single,33,unknown,118144,skilled,small_city,0
female,non_single,37,high_school,124548,skilled,small_city,0
female,single,29,unknown,85637,unemployed,small_city,0
female,single,31,high_school,113108,skilled,small_city,0
male,single,39,high_school,93554,unemployed,small_city,0
female,non_single,33,high_school,42516,unemployed,small_city,0
male,non_single,26,high_school,72429,unemployed,small_city,0
female,non_single,27,high_school,110154,skilled,small_city,0
female,single,20,unknown,60965,unemployed,small_city,0
female,non_single,27,high_school,100618,unemployed,small_city,0
female,non_single,26,high_school,71021,unemployed,small_city,0
male,single,40,high_school,94189,unemployed,small_city,0
male,single,24,unknown,44742,unemployed,small_city,0
female,non_single,22,high_school,103201,skilled,small_city,0
female,non_single,24,high_school,62335,unemployed,small_city,0
female,single,27,unknown,103787,skilled,small_city,0
male,single,35,high_school,99401,skilled,small_city,1
male,non_single,27,high_school,105197,skilled,small_city,0
female,non_single,25,high_school,115566,unemployed,small_city,0
female,non_single,34,high_school,125843,unemployed,small_city,0
female,single,24,unknown,67936,unemployed,small_city,0
female,single,34,high_school,120863,skilled,small_city,0
male,single,42,high_school,77317,unemployed,small_city,0
female,single,38,high_school,84653,unemployed,small_city,0
male,single,42,high_school,81606,unemployed,small_city,0
female,single,35,high_school,113380,unemployed,small_city,0
female,non_single,27,high_school,100644,skilled,small_city,0
male,single,25,unknown,64037,unemployed,small_city,0
female,non_single,23,high_school,101350,skilled,small_city,0
female,non_single,34,high_school,126334,skilled,small_city,0
female,non_single,28,high_school,130877,skilled,small_city,0
male,single,21,unknown,103470,skilled,small_city,0
female,single,32,unknown,114588,skilled,small_city,0
female,non_single,21,high_school,120682,skilled,small_city,0
male,single,25,unknown,66628,unemployed,small_city,0
female,non_single,35,high_school,124447,unemployed,small_city,0
female,non_single,25,high_school,106567,unemployed,small_city,0
female,non_single,31,high_school,78758,unemployed,small_city,0
male,single,54,high_school,128537,skilled,small_city,1
female,single,51,high_school,101074,unemployed,small_city,2
female,single,38,high_school,87670,unemployed,small_city,0
male,single,45,high_school,113414,skilled,small_city,1
female,single,47,high_school,123525,unemployed,small_city,2
female,non_single,27,high_school,117744,skilled,small_city,0
male,single,31,unknown,86400,unemployed,small_city,0
female,non_single,24,high_school,97968,unemployed,small_city,0
male,single,25,unknown,68416,unemployed,small_city,0
